filename,compound,neg,neu,pos,VERB,NOUN,PRON,ADJ,ADV,ADP,CONJ,DET,NUM,PRT,X,.,perc_not_in_aspell,avg_suggestion_length,entities_per_sentence,entities_per_word,avg_tree_height
clueweb12-0106wb-12-01091,-0.71,0.24,0.73,0.03,0.15,0.23,0.03,0.08,0.06,0.11,0.02,0.10,0.04,0.02,0.00,0.15,0.11,36.72,0.50,0.01,2.40
clueweb12-0104wb-98-17385,0.10,0.00,0.98,0.02,0.16,0.35,0.06,0.06,0.02,0.12,0.04,0.09,0.00,0.00,0.00,0.11,0.06,15.50,0.67,0.04,2.33
clueweb12-0303wb-84-27464,0.00,0.03,0.93,0.04,0.13,0.33,0.02,0.09,0.02,0.09,0.06,0.08,0.00,0.04,0.00,0.14,0.05,28.82,0.29,0.01,2.29
clueweb12-1808wb-49-05819,-0.59,0.36,0.61,0.03,0.16,0.33,0.04,0.12,0.03,0.06,0.05,0.05,0.00,0.00,0.00,0.16,0.04,32.80,1.38,0.09,2.25
clueweb12-1701wb-29-13689,-0.04,0.09,0.84,0.07,0.17,0.30,0.04,0.08,0.05,0.11,0.04,0.07,0.02,0.02,0.00,0.12,0.04,23.18,0.89,0.04,2.63
clueweb12-0006wb-45-32297,-0.01,0.09,0.85,0.07,0.13,0.33,0.02,0.12,0.02,0.11,0.03,0.10,0.01,0.05,0.00,0.09,0.07,38.26,1.00,0.05,2.75
clueweb12-0100wb-69-13791,0.13,0.07,0.78,0.14,0.15,0.35,0.04,0.07,0.04,0.09,0.04,0.07,0.01,0.04,0.00,0.10,0.02,23.35,0.79,0.05,2.64
clueweb12-1118wb-71-27184,-0.10,0.13,0.75,0.12,0.15,0.31,0.04,0.09,0.04,0.11,0.04,0.10,0.01,0.04,0.00,0.08,0.04,27.59,0.85,0.03,2.45
clueweb12-1315wb-46-19855,0.01,0.06,0.87,0.07,0.17,0.27,0.07,0.08,0.04,0.10,0.04,0.08,0.01,0.03,0.00,0.12,0.02,33.58,0.20,0.01,2.20
clueweb12-1509wb-78-27189,0.11,0.04,0.90,0.06,0.14,0.32,0.04,0.11,0.04,0.10,0.03,0.08,0.00,0.03,0.00,0.11,0.08,23.00,1.01,0.05,2.78
clueweb12-0804wb-92-11661,0.16,0.05,0.84,0.11,0.14,0.28,0.02,0.10,0.04,0.12,0.03,0.08,0.05,0.02,0.00,0.12,0.14,26.57,0.41,0.02,2.31
clueweb12-0003wb-49-16481,-0.14,0.12,0.82,0.06,0.18,0.23,0.09,0.06,0.07,0.06,0.05,0.07,0.01,0.03,0.00,0.15,0.06,33.00,0.25,0.02,2.23
clueweb12-0104wb-95-03893,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0012wb-34-03842,-0.11,0.05,0.93,0.02,0.10,0.30,0.01,0.13,0.01,0.15,0.03,0.10,0.04,0.00,0.00,0.12,0.10,26.77,0.38,0.02,2.38
clueweb12-0500wb-52-31363,-0.14,0.14,0.75,0.10,0.18,0.27,0.04,0.10,0.05,0.11,0.04,0.08,0.01,0.03,0.00,0.10,0.06,23.86,0.35,0.01,2.24
clueweb12-0910wb-01-13562,-0.10,0.08,0.87,0.05,0.16,0.27,0.05,0.10,0.06,0.11,0.03,0.12,0.00,0.02,0.00,0.08,0.04,21.78,0.22,0.01,2.16
clueweb12-0000wb-95-15478,0.12,0.10,0.75,0.14,0.20,0.25,0.05,0.07,0.05,0.09,0.04,0.09,0.01,0.05,0.00,0.09,0.03,19.21,0.39,0.02,2.35
clueweb12-1118wb-22-25788,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0202wb-54-28832,-0.07,0.11,0.80,0.09,0.14,0.34,0.05,0.10,0.04,0.08,0.03,0.08,0.01,0.03,0.00,0.09,0.04,38.14,0.74,0.03,2.49
clueweb12-1008wb-47-19975,0.00,0.00,1.00,0.00,0.18,0.26,0.02,0.18,0.05,0.05,0.08,0.11,0.00,0.03,0.00,0.05,0.00,0.00,0.00,0.00,2.00
clueweb12-0702wb-66-25286,-0.06,0.10,0.82,0.08,0.11,0.38,0.02,0.09,0.02,0.10,0.05,0.07,0.01,0.02,0.00,0.13,0.06,26.46,1.36,0.07,2.72
clueweb12-1806wb-83-17124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0111wb-02-14380,-0.09,0.06,0.94,0.00,0.06,0.36,0.00,0.14,0.02,0.12,0.00,0.10,0.04,0.00,0.00,0.16,0.10,26.20,0.67,0.04,2.33
clueweb12-0201wb-15-01079,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1009wb-58-15518,-0.04,0.07,0.87,0.06,0.20,0.26,0.06,0.10,0.03,0.11,0.04,0.04,0.01,0.03,0.00,0.12,0.01,33.20,0.56,0.04,2.44
clueweb12-1009wb-15-04452,0.36,0.06,0.82,0.12,0.13,0.36,0.01,0.09,0.01,0.13,0.02,0.10,0.02,0.03,0.00,0.10,0.17,13.94,3.00,0.07,3.00
clueweb12-0906wb-95-17494,-0.01,0.09,0.82,0.09,0.17,0.27,0.05,0.11,0.03,0.10,0.04,0.10,0.01,0.03,0.00,0.09,0.02,32.67,0.15,0.01,2.15
clueweb12-1810wb-01-15014,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0205wb-99-14823,-0.07,0.10,0.83,0.07,0.19,0.23,0.09,0.06,0.05,0.08,0.04,0.08,0.00,0.04,0.00,0.14,0.05,40.13,0.48,0.03,2.38
clueweb12-0919wb-50-12648,-0.17,0.03,0.94,0.02,0.12,0.31,0.02,0.12,0.06,0.09,0.07,0.08,0.01,0.02,0.00,0.10,0.03,25.75,0.33,0.01,2.33
clueweb12-0402wb-75-03231,-0.77,0.18,0.80,0.03,0.07,0.46,0.01,0.09,0.01,0.14,0.07,0.06,0.00,0.04,0.00,0.06,0.02,15.50,6.00,0.07,3.00
clueweb12-1902wb-10-33141,-0.11,0.08,0.89,0.04,0.20,0.26,0.02,0.08,0.08,0.11,0.02,0.15,0.01,0.02,0.00,0.06,0.03,52.00,0.24,0.01,2.24
clueweb12-0000wb-06-32108,-0.07,0.10,0.82,0.08,0.19,0.17,0.11,0.06,0.07,0.10,0.03,0.09,0.01,0.04,0.00,0.12,0.06,44.05,0.29,0.01,2.22
clueweb12-0206wb-50-15385,-0.03,0.05,0.90,0.05,0.16,0.32,0.05,0.07,0.04,0.10,0.04,0.08,0.01,0.02,0.00,0.13,0.03,20.73,0.73,0.03,2.45
clueweb12-1702wb-07-03959,0.40,0.05,0.74,0.21,0.17,0.24,0.07,0.09,0.05,0.10,0.04,0.07,0.01,0.03,0.00,0.13,0.09,26.72,0.75,0.03,2.58
clueweb12-0112wb-24-06941,-0.03,0.04,0.93,0.04,0.15,0.26,0.02,0.08,0.04,0.11,0.04,0.12,0.03,0.02,0.00,0.13,0.08,19.22,0.43,0.02,2.32
clueweb12-0306wb-44-24608,0.16,0.04,0.85,0.11,0.17,0.30,0.01,0.07,0.05,0.08,0.05,0.06,0.01,0.04,0.00,0.14,0.04,36.11,0.75,0.04,2.42
clueweb12-0312wb-32-02529,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0201wb-81-31089,-0.10,0.09,0.87,0.04,0.11,0.32,0.01,0.08,0.03,0.09,0.04,0.08,0.05,0.03,0.00,0.15,0.09,35.72,0.58,0.03,2.44
clueweb12-0310wb-86-29151,0.18,0.01,0.90,0.09,0.23,0.24,0.08,0.05,0.05,0.08,0.04,0.10,0.02,0.05,0.00,0.07,0.03,35.60,0.32,0.02,2.26
clueweb12-0200wb-37-12324,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1611wb-18-31037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0108wb-46-30880,-0.07,0.13,0.76,0.11,0.17,0.29,0.04,0.10,0.05,0.10,0.04,0.09,0.01,0.03,0.00,0.10,0.02,24.48,0.55,0.03,2.40
clueweb12-0104wb-96-25381,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1514wb-79-11144,0.30,0.02,0.78,0.21,0.16,0.29,0.08,0.08,0.06,0.09,0.03,0.07,0.02,0.03,0.00,0.10,0.04,23.74,0.57,0.03,2.39
clueweb12-1509wb-84-13259,0.17,0.07,0.77,0.15,0.16,0.32,0.03,0.08,0.04,0.09,0.03,0.09,0.01,0.03,0.00,0.11,0.04,32.09,0.50,0.03,2.33
clueweb12-0401wb-17-02405,-0.20,0.08,0.92,0.00,0.08,0.46,0.01,0.07,0.00,0.08,0.02,0.10,0.01,0.01,0.00,0.14,0.12,21.80,0.33,0.01,2.33
clueweb12-0208wb-49-08141,0.11,0.02,0.92,0.06,0.15,0.28,0.02,0.10,0.04,0.10,0.05,0.10,0.03,0.02,0.00,0.09,0.06,32.28,0.33,0.02,2.31
clueweb12-1700wb-68-10230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0008wb-97-30378,0.00,0.07,0.87,0.06,0.19,0.20,0.12,0.06,0.03,0.09,0.03,0.06,0.05,0.04,0.00,0.13,0.04,42.95,0.22,0.02,2.16
clueweb12-1202wb-33-19720,-0.08,0.08,0.86,0.06,0.18,0.26,0.06,0.08,0.05,0.09,0.05,0.07,0.02,0.03,0.00,0.11,0.06,28.46,0.27,0.01,2.19
clueweb12-0917wb-66-02964,-0.04,0.06,0.89,0.04,0.13,0.30,0.00,0.16,0.03,0.09,0.06,0.09,0.02,0.02,0.00,0.09,0.04,10.35,0.53,0.02,2.53
clueweb12-0200wb-81-07859,0.05,0.00,0.98,0.02,0.14,0.32,0.08,0.07,0.06,0.07,0.02,0.06,0.00,0.07,0.00,0.12,0.17,35.20,0.38,0.03,2.25
clueweb12-0203wb-56-28172,0.24,0.07,0.80,0.13,0.15,0.34,0.01,0.08,0.01,0.12,0.02,0.14,0.03,0.03,0.00,0.07,0.04,34.00,1.67,0.05,2.78
clueweb12-1801wb-80-07058,0.04,0.08,0.84,0.07,0.10,0.39,0.04,0.07,0.03,0.07,0.06,0.06,0.00,0.02,0.00,0.16,0.18,24.72,1.25,0.06,2.44
clueweb12-0309wb-30-09220,-0.02,0.11,0.80,0.09,0.18,0.24,0.09,0.08,0.05,0.10,0.02,0.10,0.00,0.03,0.00,0.10,0.03,37.81,0.34,0.02,2.30
clueweb12-0409wb-93-27921,-0.17,0.11,0.86,0.03,0.19,0.31,0.01,0.07,0.05,0.10,0.06,0.09,0.01,0.02,0.00,0.10,0.01,17.75,0.33,0.02,2.28
clueweb12-0108wb-55-30288,-0.01,0.06,0.89,0.05,0.15,0.30,0.01,0.13,0.03,0.12,0.04,0.06,0.02,0.02,0.00,0.13,0.08,19.17,0.67,0.03,2.51
clueweb12-0210wb-47-10169,-0.14,0.11,0.83,0.07,0.17,0.31,0.03,0.07,0.03,0.10,0.03,0.13,0.01,0.02,0.00,0.10,0.03,19.43,0.42,0.02,2.32
clueweb12-0107wb-62-31439,0.19,0.05,0.81,0.14,0.15,0.27,0.06,0.09,0.05,0.10,0.05,0.07,0.02,0.03,0.00,0.13,0.07,25.75,0.92,0.04,2.55
clueweb12-0008wb-68-20148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0707wb-63-33200,0.11,0.02,0.91,0.07,0.23,0.23,0.09,0.06,0.04,0.08,0.02,0.08,0.01,0.04,0.00,0.13,0.03,18.25,0.25,0.01,2.14
clueweb12-1603wb-84-20466,0.23,0.07,0.77,0.16,0.16,0.28,0.05,0.10,0.04,0.09,0.04,0.09,0.02,0.03,0.00,0.10,0.09,33.88,0.70,0.03,2.50
clueweb12-1803wb-42-05499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0002wb-35-12252,-0.02,0.08,0.85,0.07,0.13,0.30,0.04,0.09,0.04,0.10,0.06,0.07,0.00,0.02,0.00,0.16,0.07,16.11,1.00,0.03,2.25
clueweb12-0109wb-92-06184,0.09,0.06,0.84,0.10,0.14,0.31,0.02,0.08,0.03,0.13,0.02,0.06,0.05,0.02,0.00,0.11,0.09,38.06,0.61,0.02,2.44
clueweb12-0411wb-72-14728,-0.02,0.06,0.87,0.07,0.17,0.30,0.04,0.08,0.04,0.08,0.05,0.09,0.00,0.03,0.00,0.14,0.03,17.27,0.27,0.02,2.27
clueweb12-1511wb-64-19336,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1807wb-10-27892,-0.07,0.07,0.88,0.05,0.16,0.30,0.01,0.09,0.05,0.09,0.04,0.09,0.01,0.03,0.00,0.13,0.02,16.67,0.17,0.01,2.14
clueweb12-0001wb-30-16736,0.05,0.07,0.81,0.12,0.15,0.22,0.10,0.06,0.07,0.11,0.03,0.10,0.00,0.03,0.00,0.14,0.03,39.84,0.06,0.00,2.06
clueweb12-1904wb-40-04947,-0.30,0.18,0.76,0.06,0.19,0.28,0.04,0.09,0.06,0.11,0.02,0.07,0.00,0.03,0.00,0.11,0.02,13.09,0.58,0.02,2.42
clueweb12-0102wb-45-27288,0.02,0.09,0.82,0.09,0.17,0.28,0.06,0.07,0.04,0.13,0.03,0.07,0.03,0.03,0.00,0.10,0.04,31.71,0.48,0.02,2.26
clueweb12-1912wb-88-20808,-0.18,0.10,0.86,0.04,0.12,0.33,0.01,0.10,0.03,0.13,0.03,0.07,0.05,0.02,0.00,0.12,0.13,28.70,1.36,0.04,2.68
clueweb12-1602wb-40-02784,0.03,0.09,0.80,0.10,0.17,0.28,0.08,0.08,0.07,0.08,0.03,0.05,0.02,0.02,0.00,0.12,0.02,46.80,0.18,0.01,2.16
clueweb12-0710wb-98-20318,0.19,0.02,0.90,0.08,0.16,0.28,0.01,0.08,0.03,0.12,0.03,0.10,0.03,0.03,0.00,0.12,0.07,32.91,0.80,0.03,2.45
clueweb12-1005wb-36-10988,-0.05,0.10,0.82,0.08,0.13,0.35,0.02,0.08,0.03,0.07,0.04,0.07,0.02,0.01,0.00,0.16,0.10,30.15,2.56,0.08,2.67
clueweb12-0301tw-53-07031,-0.05,0.04,0.94,0.02,0.04,0.51,0.01,0.02,0.01,0.14,0.04,0.03,0.04,0.03,0.00,0.13,0.14,30.48,4.00,0.20,3.00
clueweb12-1604wb-25-26051,-0.03,0.08,0.85,0.06,0.13,0.32,0.01,0.08,0.04,0.12,0.09,0.13,0.00,0.02,0.00,0.06,0.01,0.00,0.20,0.01,2.20
clueweb12-1809wb-56-18789,0.24,0.04,0.80,0.16,0.19,0.25,0.06,0.09,0.03,0.11,0.03,0.10,0.01,0.04,0.00,0.09,0.02,24.25,0.24,0.01,2.24
clueweb12-0405wb-56-15917,-0.01,0.14,0.74,0.12,0.23,0.20,0.11,0.06,0.10,0.05,0.03,0.06,0.00,0.03,0.01,0.13,0.09,33.56,0.57,0.04,2.57
clueweb12-0906wb-46-09218,0.33,0.06,0.74,0.21,0.13,0.29,0.05,0.06,0.05,0.08,0.03,0.06,0.01,0.03,0.00,0.20,0.13,29.19,0.67,0.03,2.44
clueweb12-0009wb-76-12335,-0.19,0.13,0.83,0.04,0.15,0.26,0.03,0.10,0.06,0.11,0.04,0.07,0.01,0.02,0.00,0.14,0.05,30.26,0.45,0.02,2.36
clueweb12-0709wb-98-02232,-0.03,0.09,0.85,0.07,0.16,0.28,0.03,0.10,0.04,0.10,0.04,0.08,0.02,0.03,0.00,0.12,0.04,29.01,0.41,0.02,2.31
clueweb12-0002wb-68-28916,0.00,0.03,0.92,0.04,0.15,0.32,0.02,0.10,0.02,0.10,0.05,0.09,0.01,0.03,0.00,0.11,0.06,20.88,0.46,0.02,2.32
clueweb12-1115wb-15-14653,0.24,0.06,0.79,0.15,0.15,0.28,0.04,0.08,0.06,0.11,0.04,0.10,0.02,0.02,0.00,0.10,0.06,36.80,0.89,0.04,2.54
clueweb12-0109wb-45-10150,-0.15,0.15,0.78,0.07,0.18,0.28,0.06,0.08,0.06,0.10,0.01,0.07,0.01,0.04,0.00,0.11,0.04,41.19,0.27,0.02,2.26
clueweb12-1013wb-07-31798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1705wb-28-07881,-0.26,0.21,0.76,0.03,0.17,0.23,0.15,0.08,0.10,0.08,0.04,0.03,0.02,0.01,0.00,0.10,0.04,47.60,0.10,0.01,2.10
clueweb12-1208wb-08-15899,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0301wb-14-14801,0.00,0.00,1.00,0.00,0.18,0.14,0.18,0.08,0.04,0.08,0.02,0.06,0.00,0.04,0.00,0.18,0.10,46.20,0.17,0.02,2.17
clueweb12-1610wb-38-25128,-0.21,0.13,0.83,0.04,0.13,0.33,0.01,0.10,0.03,0.11,0.03,0.10,0.01,0.02,0.00,0.12,0.04,27.85,0.46,0.02,2.40
clueweb12-1200wb-28-03896,0.01,0.07,0.86,0.07,0.18,0.22,0.09,0.05,0.06,0.10,0.03,0.10,0.00,0.05,0.00,0.14,0.09,43.05,0.62,0.04,2.49
clueweb12-1907wb-31-12397,-0.13,0.08,0.87,0.05,0.24,0.23,0.02,0.07,0.04,0.12,0.03,0.13,0.01,0.03,0.00,0.06,0.01,21.22,0.09,0.00,2.09
clueweb12-0312wb-14-22215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0003wb-05-15276,0.24,0.01,0.83,0.16,0.13,0.31,0.03,0.10,0.03,0.09,0.03,0.09,0.03,0.02,0.00,0.14,0.07,45.58,0.58,0.04,2.39
clueweb12-1509wb-00-19763,0.06,0.08,0.83,0.09,0.16,0.30,0.04,0.07,0.05,0.11,0.03,0.09,0.01,0.03,0.00,0.11,0.05,29.53,0.46,0.02,2.30
clueweb12-0310wb-54-21934,-0.36,0.15,0.80,0.05,0.11,0.30,0.02,0.11,0.04,0.14,0.03,0.11,0.01,0.02,0.00,0.10,0.06,19.53,0.69,0.02,2.36
clueweb12-0306wb-12-22878,0.05,0.02,0.94,0.05,0.17,0.23,0.06,0.06,0.05,0.11,0.01,0.11,0.05,0.04,0.00,0.10,0.09,41.14,0.00,0.00,2.00
clueweb12-0107wb-27-21077,0.03,0.06,0.85,0.09,0.16,0.25,0.06,0.08,0.06,0.10,0.04,0.10,0.01,0.03,0.00,0.11,0.08,24.66,0.43,0.02,2.30
clueweb12-1012wb-79-03111,-0.22,0.16,0.78,0.07,0.19,0.33,0.05,0.06,0.03,0.10,0.02,0.09,0.02,0.02,0.00,0.07,0.08,27.75,0.75,0.03,2.58
clueweb12-1509wb-79-03997,-0.14,0.04,0.94,0.01,0.15,0.34,0.03,0.08,0.03,0.14,0.02,0.07,0.03,0.03,0.00,0.08,0.07,31.60,1.67,0.05,2.78
clueweb12-1203wb-08-25076,0.10,0.06,0.84,0.09,0.21,0.20,0.11,0.07,0.05,0.10,0.04,0.09,0.02,0.03,0.00,0.08,0.07,39.34,0.22,0.01,2.22
clueweb12-0714wb-04-20535,-0.21,0.14,0.84,0.02,0.22,0.14,0.11,0.08,0.05,0.10,0.03,0.09,0.03,0.06,0.00,0.10,0.02,52.00,0.10,0.01,2.10
clueweb12-1716wb-02-29184,0.14,0.03,0.89,0.08,0.13,0.34,0.03,0.09,0.03,0.11,0.03,0.08,0.02,0.03,0.00,0.12,0.08,17.20,0.72,0.03,2.48
clueweb12-0008wb-77-10794,-0.00,0.05,0.89,0.06,0.18,0.30,0.02,0.11,0.05,0.08,0.02,0.09,0.00,0.04,0.00,0.10,0.04,25.75,0.38,0.02,2.33
clueweb12-0002wb-97-17488,-0.23,0.13,0.85,0.02,0.15,0.28,0.02,0.05,0.01,0.12,0.04,0.19,0.03,0.03,0.00,0.08,0.01,49.00,0.40,0.03,2.40
clueweb12-0110wb-55-34552,-0.03,0.07,0.88,0.05,0.15,0.30,0.02,0.08,0.03,0.10,0.04,0.12,0.01,0.03,0.00,0.12,0.03,26.55,0.32,0.02,2.27
clueweb12-0200wb-40-16146,-0.09,0.05,0.93,0.02,0.17,0.28,0.01,0.10,0.03,0.11,0.03,0.13,0.00,0.03,0.00,0.09,0.02,28.79,0.21,0.01,2.21
clueweb12-1415wb-64-19258,0.14,0.07,0.82,0.11,0.14,0.30,0.02,0.12,0.06,0.11,0.03,0.11,0.00,0.03,0.00,0.08,0.06,33.60,0.31,0.01,2.22
clueweb12-1116wb-64-22629,-0.05,0.07,0.89,0.04,0.18,0.20,0.10,0.08,0.06,0.08,0.03,0.09,0.03,0.03,0.00,0.14,0.11,37.56,0.26,0.01,2.16
clueweb12-0917wb-36-02897,-0.25,0.19,0.71,0.10,0.19,0.23,0.06,0.09,0.05,0.11,0.04,0.09,0.00,0.03,0.00,0.09,0.01,23.70,0.18,0.01,2.15
clueweb12-1701wb-87-01982,-0.12,0.10,0.87,0.03,0.17,0.28,0.07,0.07,0.05,0.09,0.05,0.08,0.01,0.01,0.00,0.13,0.04,23.74,0.43,0.02,2.24
clueweb12-0308wb-71-24689,-0.02,0.06,0.90,0.04,0.13,0.29,0.05,0.11,0.00,0.08,0.03,0.06,0.03,0.03,0.00,0.18,0.11,35.60,0.50,0.02,2.40
clueweb12-0506wb-79-00360,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0208wb-26-30017,0.05,0.05,0.88,0.07,0.12,0.28,0.02,0.08,0.03,0.14,0.04,0.09,0.07,0.02,0.00,0.11,0.12,32.70,0.42,0.02,2.33
clueweb12-0203wb-88-16375,0.05,0.02,0.94,0.04,0.19,0.24,0.04,0.09,0.04,0.10,0.04,0.12,0.01,0.04,0.00,0.08,0.04,27.75,0.40,0.02,2.17
clueweb12-0001wb-98-37812,-0.21,0.20,0.71,0.07,0.19,0.22,0.09,0.06,0.08,0.08,0.04,0.07,0.02,0.03,0.00,0.11,0.05,34.82,0.21,0.01,2.20
clueweb12-1905wb-79-00439,-0.13,0.06,0.93,0.01,0.10,0.35,0.00,0.10,0.00,0.15,0.02,0.08,0.07,0.02,0.00,0.11,0.14,33.85,0.75,0.04,2.50
clueweb12-1215wb-26-33547,0.39,0.02,0.85,0.14,0.15,0.32,0.05,0.07,0.03,0.08,0.04,0.10,0.02,0.03,0.00,0.11,0.05,41.62,1.50,0.05,2.60
clueweb12-1006wb-18-05913,0.08,0.04,0.90,0.06,0.14,0.27,0.02,0.09,0.04,0.12,0.03,0.11,0.03,0.03,0.00,0.11,0.09,32.91,1.13,0.04,2.59
clueweb12-1706wb-84-15487,-0.08,0.07,0.89,0.04,0.16,0.30,0.02,0.10,0.03,0.07,0.04,0.10,0.00,0.03,0.00,0.14,0.07,33.28,0.93,0.03,2.43
clueweb12-1301wb-48-04649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-1111wb-64-23372,0.51,0.00,0.82,0.18,0.15,0.40,0.10,0.05,0.03,0.12,0.00,0.07,0.03,0.00,0.00,0.05,0.10,15.50,1.50,0.07,2.50
clueweb12-1707wb-07-14397,-0.05,0.11,0.85,0.04,0.12,0.39,0.01,0.05,0.02,0.12,0.03,0.09,0.03,0.03,0.00,0.12,0.06,37.77,1.28,0.06,2.68
clueweb12-0916wb-55-04139,-0.19,0.12,0.83,0.06,0.15,0.34,0.03,0.06,0.03,0.07,0.02,0.09,0.02,0.04,0.00,0.13,0.10,41.61,1.31,0.06,2.59
clueweb12-0403wb-03-02377,-0.14,0.18,0.70,0.12,0.18,0.22,0.12,0.05,0.07,0.08,0.03,0.07,0.01,0.04,0.00,0.13,0.04,44.74,0.27,0.02,2.21
clueweb12-1904wb-56-10222,0.05,0.02,0.93,0.04,0.10,0.34,0.01,0.13,0.02,0.13,0.03,0.07,0.02,0.01,0.00,0.13,0.14,19.79,1.15,0.04,2.62
clueweb12-1802wb-53-07353,-0.04,0.11,0.80,0.09,0.16,0.29,0.07,0.06,0.04,0.09,0.03,0.07,0.01,0.03,0.00,0.14,0.04,29.77,0.67,0.04,2.44
clueweb12-0602wb-66-24743,0.21,0.04,0.86,0.10,0.15,0.22,0.06,0.08,0.04,0.14,0.04,0.13,0.00,0.03,0.00,0.11,0.03,41.89,0.44,0.01,2.31
clueweb12-0405wb-35-07623,-0.06,0.08,0.88,0.05,0.18,0.29,0.04,0.10,0.03,0.09,0.05,0.08,0.00,0.02,0.00,0.12,0.04,18.91,0.75,0.04,2.50
clueweb12-1506wb-18-27182,0.14,0.05,0.86,0.10,0.08,0.37,0.01,0.16,0.03,0.10,0.03,0.08,0.02,0.04,0.00,0.09,0.08,18.74,1.57,0.05,2.57
clueweb12-1213wb-67-23801,0.05,0.03,0.91,0.06,0.19,0.28,0.01,0.10,0.05,0.10,0.03,0.09,0.01,0.02,0.00,0.11,0.03,8.75,0.17,0.01,2.17
clueweb12-0607wb-48-08373,-0.11,0.07,0.90,0.03,0.16,0.26,0.08,0.10,0.03,0.10,0.04,0.07,0.02,0.03,0.00,0.12,0.04,25.92,0.17,0.01,2.17
clueweb12-0817wb-00-11052,0.19,0.03,0.85,0.12,0.21,0.30,0.04,0.09,0.03,0.08,0.03,0.08,0.01,0.03,0.00,0.10,0.01,10.60,0.19,0.01,2.19
clueweb12-0604wb-74-31311,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
clueweb12-0817wb-32-02783,-0.18,0.12,0.84,0.03,0.18,0.25,0.06,0.06,0.05,0.10,0.05,0.06,0.01,0.03,0.00,0.14,0.02,39.74,0.57,0.03,2.30
clueweb12-1316wb-04-21814,0.06,0.04,0.92,0.05,0.11,0.34,0.01,0.14,0.03,0.15,0.03,0.07,0.02,0.01,0.00,0.09,0.17,25.32,1.89,0.05,2.63
clueweb12-1200wb-86-31401,-0.06,0.07,0.89,0.04,0.16,0.26,0.03,0.14,0.05,0.12,0.04,0.09,0.01,0.02,0.00,0.08,0.04,25.64,0.64,0.03,2.55
