filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_alue_dsyn,avg_chv_value_sosy
clueweb12-1001wb-98-02762,104,4,5,0.719,0.377,0.849
clueweb12-1802wb-03-28208,0,0,0,0.000,0.000,0.000
clueweb12-0308wb-86-29213,369,6,0,0.762,0.666,0.000
clueweb12-1515wb-55-25062,455,27,5,0.727,0.796,0.595
clueweb12-0000wb-59-29233,24,2,0,0.802,0.351,0.000
clueweb12-0105wb-97-08971,315,17,11,0.749,0.519,0.744
clueweb12-0915wb-42-07830,1019,4,2,0.785,0.724,0.897
clueweb12-0003wb-74-35419,197,0,3,0.762,0.000,0.717
clueweb12-0505wb-61-09716,20,0,0,0.805,0.000,0.000
clueweb12-0700wb-73-27558,0,0,0,0.000,0.000,0.000
clueweb12-0203wb-88-22100,270,33,17,0.740,0.634,0.890
clueweb12-0602wb-18-00204,265,2,7,0.746,0.454,0.628
clueweb12-0607wb-33-29481,0,0,0,0.000,0.000,0.000
clueweb12-0603wb-06-08511,21,2,0,0.724,0.632,0.000
clueweb12-0013wb-57-06390,403,4,11,0.740,0.588,0.801
clueweb12-0011wb-01-14973,0,0,0,0.000,0.000,0.000
clueweb12-0705wb-26-25053,465,0,9,0.760,0.000,0.832
clueweb12-1507wb-38-15487,706,64,21,0.757,0.671,0.805
clueweb12-0910wb-64-14087,247,21,0,0.728,0.653,0.000
clueweb12-0504wb-13-18762,483,1,6,0.799,0.454,0.945
clueweb12-1616wb-74-02361,69,0,0,0.781,0.000,0.000
clueweb12-0405wb-09-07430,224,6,1,0.765,0.700,0.941
clueweb12-0802wb-81-11269,29,0,0,0.771,0.000,0.000
clueweb12-0609wb-11-05810,910,48,45,0.736,0.617,0.667
clueweb12-0506wb-43-29073,579,59,6,0.758,0.579,0.685
clueweb12-1309wb-61-03639,286,16,12,0.738,0.606,0.671
clueweb12-1502wb-68-12378,0,0,0,0.000,0.000,0.000
clueweb12-1912wb-80-02508,0,0,0,0.000,0.000,0.000
clueweb12-1405wb-16-22591,126,0,0,0.794,0.000,0.000
clueweb12-0412wb-14-22162,0,0,0,0.000,0.000,0.000
clueweb12-0918wb-02-01490,67,2,1,0.793,0.688,0.898
clueweb12-1604wb-67-19227,41,0,0,0.761,0.000,0.000
clueweb12-1803wb-10-09536,3807,303,44,0.738,0.560,0.772
clueweb12-1313wb-78-19707,1152,30,20,0.748,0.706,0.586
clueweb12-0901wb-25-21081,49,0,0,0.777,0.000,0.000
clueweb12-0713wb-91-08305,76,0,0,0.777,0.000,0.000
clueweb12-0409wb-40-25548,1036,7,5,0.791,0.731,0.525
clueweb12-1300wb-89-09515,0,0,0,0.000,0.000,0.000
clueweb12-0412wb-20-23019,3489,52,56,0.790,0.533,0.772
clueweb12-0300wb-18-21638,0,0,0,0.000,0.000,0.000
clueweb12-1606wb-14-02091,325,9,1,0.686,0.568,0.612
clueweb12-1211wb-81-11055,892,1,2,0.774,0.888,0.921
clueweb12-0404wb-76-21727,76,2,16,0.773,0.888,0.839
clueweb12-1202wb-33-19720,1407,31,52,0.777,0.653,0.753
clueweb12-0906wb-94-22187,153,2,2,0.730,0.888,0.676
clueweb12-0604wb-74-31311,0,0,0,0.000,0.000,0.000
clueweb12-1315wb-61-01337,61,0,1,0.744,0.000,0.955
clueweb12-0106wb-12-17791,30,1,0,0.803,0.888,0.000
clueweb12-0904wb-79-06766,45,0,6,0.795,0.000,0.733
clueweb12-0606wb-35-08346,1936,81,101,0.791,0.673,0.742
clueweb12-1404wb-83-19966,215,5,1,0.782,0.650,0.646
clueweb12-0713wb-30-09225,126,0,5,0.724,0.000,0.533
clueweb12-0301wb-56-34248,614,54,15,0.748,0.490,0.867
clueweb12-0509wb-01-22469,137,13,1,0.742,0.652,0.955
clueweb12-0402wb-52-28903,261,31,9,0.742,0.661,0.828../data/clef16docs/clueweb12-1117wb-19-01019,523,39,19,0.747,0.686,0.850
clueweb12-1808wb-26-26381,15,0,0,0.739,0.000,0.000
clueweb12-0607wb-62-14277,0,0,0,0.000,0.000,0.000
clueweb12-0106wb-18-17680,54,3,0,0.820,0.888,0.000
clueweb12-0919wb-14-02875,0,0,0,0.000,0.000,0.000
clueweb12-1016wb-99-01069,209,4,4,0.794,0.736,0.838
clueweb12-1000wb-66-00886,46,1,2,0.738,0.678,0.565
clueweb12-1207wb-98-07479,790,7,33,0.767,0.791,0.737
clueweb12-1118wb-70-23005,2362,13,18,0.768,0.535,0.771
clueweb12-1614wb-38-08325,2433,139,8,0.757,0.605,0.805
clueweb12-0008wb-95-11088,132,4,0,0.737,0.641,0.000
clueweb12-1402wb-66-05058,204,0,7,0.767,0.000,0.660
clueweb12-1213wb-94-06123,143,2,0,0.766,0.469,0.000
clueweb12-0110wb-19-03402,1048,27,15,0.738,0.582,0.784
clueweb12-1301wb-56-03447,0,0,0,0.000,0.000,0.000
clueweb12-0902wb-86-13883,177,11,7,0.733,0.541,0.955
clueweb12-1900tw-21-12229,134,8,0,0.741,0.572,0.000
clueweb12-0200wb-41-20432,1122,22,81,0.760,0.749,0.605
clueweb12-0716wb-87-07615,305,14,1,0.705,0.422,0.595
clueweb12-0714wb-00-23157,337,4,1,0.812,0.787,0.963
clueweb12-0011wb-88-14456,140,4,8,0.726,0.654,0.890
clueweb12-0004wb-36-18946,0,0,0,0.000,0.000,0.000
clueweb12-0506wb-79-00360,0,0,0,0.000,0.000,0.000
clueweb12-0106wb-16-05300,32,0,0,0.738,0.000,0.000
clueweb12-0407wb-36-14874,22,0,0,0.724,0.000,0.000
clueweb12-0209wb-25-05799,0,0,0,0.000,0.000,0.000
clueweb12-0802wb-64-14298,111,7,0,0.798,0.811,0.000
clueweb12-0111wb-90-18990,1843,189,33,0.756,0.639,0.819
clueweb12-0812wb-89-25816,1404,32,60,0.740,0.647,0.725
clueweb12-0202wb-36-07052,162,1,0,0.775,0.327,0.000
clueweb12-0103wb-61-30469,140,4,0,0.742,0.473,0.000
clueweb12-0103wb-95-30777,480,15,2,0.772,0.708,0.926
clueweb12-0804wb-85-17455,34,6,0,0.649,0.491,0.000
clueweb12-1412wb-34-00489,0,0,0,0.000,0.000,0.000
clueweb12-1901wb-79-23416,282,3,9,0.710,0.756,0.868
clueweb12-0104wb-33-10915,133,2,0,0.748,0.888,0.000
clueweb12-0402wb-52-03314,21,1,0,0.789,0.440,0.000
clueweb12-0101wb-18-20139,0,0,0,0.000,0.000,0.000
clueweb12-0311wb-61-04710,393,4,0,0.740,0.379,0.000
clueweb12-1710wb-98-11378,879,20,11,0.789,0.772,0.871
clueweb12-0612wb-76-20281,175,2,1,0.794,0.327,0.955
clueweb12-1302wb-07-08944,825,26,12,0.763,0.660,0.759
clueweb12-0805wb-88-00708,0,0,0,0.000,0.000,0.000
clueweb12-1200wb-01-10303,52,0,0,0.734,0.000,0.000
clueweb12-1316wb-39-10520,186,18,3,0.754,0.662,0.710
clueweb12-0301wb-73-28513,1376,18,22,0.795,0.667,0.842
clueweb12-0200wb-31-11086,328,30,1,0.753,0.654,0.955
clueweb12-0311wb-90-23904,3369,162,19,0.689,0.553,0.723
clueweb12-0511wb-81-22690,557,4,2,0.729,0.888,0.940
clueweb12-1700tw-20-16642,269,0,7,0.795,0.000,0.730
clueweb12-1811wb-80-01777,1316,15,14,0.712,0.680,0.694
clueweb12-1306wb-56-01598,466,0,0,0.797,0.000,0.000
clueweb12-0200wb-91-27612,0,0,0,0.000,0.000,0.000
clueweb12-0910wb-11-04187,368,7,1,0.755,0.709,0.955
clueweb12-0205wb-19-01960,262,1,6,0.806,0.601,0.854
clueweb12-0105wb-09-31733,51,1,0,0.778,0.888,0.000
clueweb12-0208wb-90-02520,1515,102,15,0.763,0.663,0.823
clueweb12-0011wb-15-19524,561,42,40,0.734,0.681,0.737
clueweb12-1214wb-37-29417,0,0,0,0.000,0.000,0.000
clueweb12-0709wb-87-10215,111,1,2,0.716,0.678,0.955
clueweb12-0411wb-53-10737,63,2,0,0.653,0.484,0.000
clueweb12-0404wb-26-07841,67,2,1,0.723,0.483,0.571
clueweb12-0112wb-19-14083,832,19,3,0.709,0.708,0.872
clueweb12-0807wb-57-03753,808,18,34,0.770,0.665,0.838
clueweb12-0411wb-89-07395,303,4,15,0.754,0.789,0.789
clueweb12-1206wb-96-04770,0,0,0,0.000,0.000,0.000
clueweb12-0807wb-63-21928,2174,25,28,0.791,0.641,0.772
clueweb12-1812wb-71-14035,645,17,13,0.712,0.614,0.807
clueweb12-0012wb-01-20655,14,0,0,0.860,0.000,0.000
clueweb12-1103wb-42-09616,0,0,0,0.000,0.000,0.000
clueweb12-1704wb-03-25953,474,9,2,0.715,0.700,0.527
clueweb12-1903wb-77-04870,48,5,0,0.809,0.737,0.000
clueweb12-1515wb-19-15774,30,2,0,0.846,0.888,0.000
clueweb12-1509wb-46-28881,438,41,23,0.751,0.680,0.818
clueweb12-0707wb-36-01705,1977,31,16,0.746,0.644,0.685
clueweb12-0012wb-93-11084,2936,40,59,0.783,0.690,0.839
clueweb12-0306wb-84-30536,266,1,3,0.795,0.462,0.721
clueweb12-1217wb-43-31903,0,0,0,0.000,0.000,0.000
clueweb12-0901wb-04-21383,80,2,0,0.583,0.470,0.000
clueweb12-0600wb-21-28000,85,5,1,0.729,0.520,0.410
clueweb12-1000tw-30-11389,150,1,1,0.799,0.678,0.955
clueweb12-0509wb-88-02983,183,36,0,0.747,0.609,0.000
clueweb12-1511wb-23-00113,2352,163,59,0.785,0.690,0.803
clueweb12-1513wb-52-07307,0,0,0,0.000,0.000,0.000
clueweb12-1605wb-08-01383,827,15,2,0.729,0.714,0.769
clueweb12-0405wb-40-10726,102,5,4,0.785,0.671,0.719
clueweb12-0010wb-11-14484,5722,75,25,0.701,0.663,0.746
clueweb12-0003wb-24-14189,294,10,0,0.660,0.573,0.000
clueweb12-1805wb-70-03609,23,0,2,0.816,0.000,0.941
clueweb12-0005wb-34-01777,837,10,11,0.717,0.679,0.840
clueweb12-0212wb-26-34580,0,0,0,0.000,0.000,0.000
clueweb12-0918wb-55-02783,168,0,2,0.721,0.000,0.756
clueweb12-0112wb-66-20957,272,6,5,0.798,0.758,0.763
clueweb12-1509wb-24-16826,437,38,17,0.765,0.670,0.818
clueweb12-0801wb-68-08284,345,8,2,0.777,0.591,0.775
clueweb12-0905wb-47-19473,400,2,5,0.667,0.615,0.875
clueweb12-1712wb-75-02813,0,0,0,0.000,0.000,0.000
clueweb12-0816wb-23-16322,1071,51,10,0.707,0.560,0.779
clueweb12-0400wb-99-21522,37,0,0,0.786,0.000,0.000
clueweb12-0511wb-23-30329,29,1,0,0.775,0.678,0.000
clueweb12-0105wb-00-04424,185,1,0,0.758,0.888,0.000
clueweb12-0406wb-07-09210,66,2,0,0.781,0.568,0.000
clueweb12-0203wb-89-14389,241,5,10,0.712,0.683,0.919
clueweb12-1814wb-16-15919,677,12,18,0.730,0.625,0.739
clueweb12-1409wb-39-05651,199,13,1,0.652,0.495,0.624
clueweb12-0105wb-27-01945,688,8,3,0.754,0.572,0.936
clueweb12-1215wb-21-16754,98,0,0,0.775,0.000,0.000
clueweb12-0100tw-07-21686,218,10,5,0.763,0.597,0.820
clueweb12-0012wb-97-12112,495,2,2,0.795,0.413,0.819
clueweb12-0201wb-56-29544,64,1,6,0.750,0.473,0.792
clueweb12-1809wb-63-03521,589,0,2,0.808,0.000,0.926
clueweb12-0102wb-57-04399,8,0,0,0.866,0.000,0.000
clueweb12-0000tw-01-09652,120,15,0,0.767,0.709,0.000
clueweb12-1612wb-58-28662,76,8,0,0.732,0.683,0.000
clueweb12-1304wb-59-23543,334,29,33,0.749,0.685,0.747../data/clef16docs/clueweb12-0600wb-50-11192,17,0,0,0.807,0.000,0.000
clueweb12-0103wb-01-07846,240,28,1,0.694,0.618,0.955
clueweb12-0105wb-97-07065,1061,11,3,0.674,0.638,0.761
clueweb12-0002wb-29-18739,249,14,5,0.760,0.625,0.707
clueweb12-1206wb-87-16714,71,0,2,0.693,0.000,0.683
clueweb12-1716wb-49-08319,1963,13,18,0.690,0.665,0.892
clueweb12-1009wb-24-07560,0,0,0,0.000,0.000,0.000
clueweb12-0205wb-50-14359,198,1,3,0.738,0.274,0.882
clueweb12-1709wb-74-29837,190,1,0,0.781,0.661,0.000
clueweb12-0406wb-75-14192,34,1,0,0.733,0.888,0.000
clueweb12-0009wb-41-09491,0,0,0,0.000,0.000,0.000
clueweb12-1611wb-31-13546,674,45,24,0.754,0.645,0.871
clueweb12-0203wb-09-02635,469,2,5,0.803,0.783,0.827
clueweb12-1305wb-11-15427,314,1,0,0.721,0.327,0.000
clueweb12-1202wb-37-01357,543,13,10,0.730,0.517,0.859
clueweb12-0815wb-48-13042,1561,43,21,0.783,0.640,0.823
clueweb12-1213wb-24-24546,685,12,6,0.728,0.617,0.831
clueweb12-0111wb-37-27635,143,0,0,0.596,0.000,0.000
clueweb12-0208wb-86-02621,229,1,3,0.761,0.888,0.581
clueweb12-1806wb-18-05833,261,3,4,0.762,0.701,0.758
clueweb12-0500wb-51-17048,474,7,9,0.702,0.479,0.722
clueweb12-1215wb-98-26709,501,2,7,0.757,0.608,0.668
clueweb12-0109wb-98-07425,214,0,8,0.772,0.000,0.814
clueweb12-1511wb-10-29878,189,17,3,0.732,0.473,0.864
clueweb12-1111wb-54-05081,543,4,2,0.767,0.663,0.632
clueweb12-1403wb-17-01998,78,0,0,0.756,0.000,0.000
clueweb12-1012wb-26-18591,676,11,7,0.734,0.591,0.860
clueweb12-1906wb-45-18367,14,2,0,0.807,0.496,0.000
clueweb12-0603wb-51-31242,4365,87,61,0.765,0.659,0.732
clueweb12-0716wb-18-26054,377,33,6,0.757,0.614,0.820
clueweb12-0717wb-49-10044,0,0,0,0.000,0.000,0.000
clueweb12-0912wb-76-17189,3787,87,102,0.777,0.647,0.742
clueweb12-0004wb-05-20219,496,4,0,0.810,0.669,0.000
clueweb12-1316wb-33-06624,103,9,2,0.717,0.622,0.583
clueweb12-1910wb-41-20804,424,5,19,0.770,0.511,0.660
clueweb12-0003wb-94-23308,442,42,12,0.729,0.677,0.870
clueweb12-0310wb-34-23554,328,33,3,0.722,0.621,0.766
clueweb12-0000wb-90-14871,112,1,3,0.818,0.888,0.955
clueweb12-0012wb-07-31263,0,0,0,0.000,0.000,0.000
clueweb12-0412wb-03-25241,88,0,0,0.790,0.000,0.000
clueweb12-0412wb-23-23640,205,9,20,0.729,0.479,0.581
clueweb12-1715wb-50-16517,111,4,1,0.810,0.539,0.593
clueweb12-1906wb-01-05381,461,2,13,0.806,0.888,0.887
clueweb12-0509wb-23-22086,146,1,5,0.781,0.763,0.638
clueweb12-0610wb-48-06190,0,0,0,0.000,0.000,0.000
clueweb12-1805wb-36-10882,268,14,1,0.715,0.629,0.454
clueweb12-0209wb-27-10392,0,0,0,0.000,0.000,0.000
clueweb12-0411wb-66-08995,52,0,1,0.695,0.000,0.657
clueweb12-0110wb-84-03793,180,7,7,0.792,0.746,0.713
clueweb12-0012wb-68-18206,31,0,0,0.799,0.000,0.000
clueweb12-0510wb-25-10105,128,2,0,0.797,0.667,0.000
clueweb12-0700wb-74-00732,143,1,1,0.757,0.536,0.963
clueweb12-1211wb-40-27932,193,4,5,0.740,0.647,0.846
clueweb12-0108wb-70-28734,0,0,0,0.000,0.000,0.000
clueweb12-0207wb-80-13926,33,2,0,0.820,0.888,0.000
clueweb12-0714wb-81-13286,1102,54,1,0.726,0.679,0.926
clueweb12-0303wb-61-22611,343,31,0,0.716,0.617,0.000
clueweb12-1416wb-49-22505,2092,23,13,0.717,0.554,0.756
clueweb12-1212wb-00-09473,0,0,0,0.000,0.000,0.000
clueweb12-1401wb-58-19258,69,0,1,0.828,0.000,0.852
clueweb12-1708wb-10-10576,655,3,7,0.762,0.540,0.637
clueweb12-0105wb-50-17160,0,0,0,0.000,0.000,0.000
clueweb12-0303wb-38-31046,715,8,6,0.700,0.762,0.618
clueweb12-0307wb-92-20068,71,0,0,0.728,0.000,0.000
clueweb12-0205wb-64-14681,1046,67,21,0.743,0.571,0.689
clueweb12-0110wb-81-33584,59,5,0,0.776,0.682,0.000
clueweb12-1911wb-68-23308,287,26,0,0.758,0.553,0.000
clueweb12-0607wb-28-08154,1849,157,30,0.770,0.778,0.827
clueweb12-0207wb-20-12910,122,1,0,0.828,0.777,0.000
clueweb12-0405wb-53-31772,2456,57,42,0.658,0.566,0.735
clueweb12-1611wb-60-27091,627,98,15,0.733,0.593,0.817
clueweb12-1106wb-37-08176,388,27,16,0.721,0.574,0.783
clueweb12-0302wb-45-24020,1240,28,16,0.708,0.525,0.808
clueweb12-0210wb-25-10285,425,6,0,0.785,0.538,0.000
clueweb12-0707wb-63-33200,248,0,7,0.780,0.000,0.825
clueweb12-0914wb-90-17732,1217,27,52,0.752,0.780,0.719
clueweb12-0406wb-36-12441,367,7,20,0.772,0.608,0.885
clueweb12-0506wb-47-12934,834,9,4,0.743,0.688,0.701
clueweb12-1209wb-25-12558,17,0,0,0.710,0.000,0.000
clueweb12-0109wb-08-26000,0,0,0,0.000,0.000,0.000
clueweb12-1117wb-22-16748,1300,4,16,0.732,0.378,0.827
clueweb12-1202wb-37-12207,205,3,0,0.772,0.530,0.000
clueweb12-1900wb-31-01650,0,0,0,0.000,0.000,0.000
clueweb12-0401wb-89-22443,148,9,3,0.760,0.710,0.752
clueweb12-1310wb-95-04093,110,5,0,0.776,0.541,0.000
clueweb12-1602wb-09-16496,207,11,14,0.769,0.783,0.703
clueweb12-0913wb-07-23563,301,7,4,0.718,0.624,0.921
clueweb12-0104wb-36-04275,307,0,2,0.821,0.000,0.625
clueweb12-1804wb-02-07958,802,49,28,0.762,0.639,0.810
clueweb12-1111wb-37-05444,0,0,0,0.000,0.000,0.000
clueweb12-0008wb-88-09550,3731,47,7,0.757,0.712,0.599
clueweb12-1814wb-35-18685,861,15,4,0.670,0.581,0.776
clueweb12-0809wb-41-00031,53,0,2,0.727,0.000,0.944
clueweb12-1306wb-50-25567,2150,165,48,0.721,0.622,0.758
clueweb12-1911wb-73-20859,0,0,0,0.000,0.000,0.000
clueweb12-1101wb-20-02679,27,2,0,0.755,0.571,0.000
clueweb12-0917wb-29-26056,298,3,13,0.759,0.583,0.846
clueweb12-0101wb-99-00896,976,23,12,0.746,0.718,0.810
clueweb12-0301wb-00-26423,153,0,0,0.774,0.000,0.000
clueweb12-1214wb-20-19131,1693,113,111,0.779,0.660,0.880
clueweb12-1403wb-72-02633,519,5,36,0.757,0.671,0.705
clueweb12-1203wb-92-12304,368,4,38,0.804,0.604,0.871
clueweb12-0203wb-10-15817,0,0,0,0.000,0.000,0.000
clueweb12-1311wb-49-22957,1070,91,62,0.747,0.764,0.789
clueweb12-0004wb-64-32337,1088,4,7,0.725,0.560,0.571
clueweb12-0309wb-52-31380,67,0,5,0.795,0.000,0.826
clueweb12-0105wb-08-25033,0,0,0,0.000,0.000,0.000
clueweb12-0204wb-92-03136,304,7,13,0.781,0.625,0.856
clueweb12-0410wb-84-12119,17,1,0,0.833,0.888,0.000
clueweb12-0100wb-77-33633,204,0,0,0.680,0.000,0.000
clueweb12-0011wb-23-22320,82,9,3,0.685,0.474,0.648
clueweb12-0003wb-87-05767,353,4,39,0.791,0.604,0.849
clueweb12-1800wb-84-20654,48,0,0,0.733,0.000,0.000
clueweb12-0111wb-95-29836,140,11,11,0.742,0.686,0.677
clueweb12-1901wb-27-24775,283,1,0,0.753,0.678,0.000../data/clef16docs/clueweb12-1616wb-71-15089,102,2,3,0.792,0.888,0.736
clueweb12-1702wb-01-12041,166,9,0,0.693,0.589,0.000
clueweb12-1209wb-88-02689,113,2,0,0.810,0.391,0.000
clueweb12-1608wb-31-18542,31,5,0,0.679,0.623,0.000
clueweb12-0106wb-01-26831,0,0,0,0.000,0.000,0.000
clueweb12-1911wb-16-01975,0,0,0,0.000,0.000,0.000
clueweb12-0601wb-96-21349,978,12,9,0.769,0.510,0.549
clueweb12-0302wb-11-28132,99,0,2,0.763,0.000,0.735
clueweb12-0003wb-64-03905,307,22,6,0.733,0.594,0.641
clueweb12-0311wb-97-16924,51,1,3,0.784,0.602,0.849
clueweb12-0305wb-55-11769,151,1,2,0.792,0.289,0.790
clueweb12-1705wb-28-06170,148,2,3,0.826,0.582,0.867
clueweb12-1800tw-04-09017,314,4,2,0.786,0.454,0.931
clueweb12-1801wb-34-16731,570,24,38,0.753,0.517,0.785
clueweb12-0712wb-53-17099,612,28,16,0.705,0.604,0.503
clueweb12-0304wb-99-24366,0,0,0,0.000,0.000,0.000
clueweb12-1913wb-45-05334,16,0,0,0.826,0.000,0.000
clueweb12-0401wb-02-09950,193,18,14,0.730,0.579,0.690
clueweb12-1111wb-45-18534,318,17,8,0.784,0.588,0.781
clueweb12-0108wb-26-27105,281,7,0,0.809,0.692,0.000
clueweb12-1912wb-75-23088,640,38,3,0.737,0.572,0.715
clueweb12-1118wb-48-01798,20,0,0,0.830,0.000,0.000
clueweb12-0916wb-57-15444,569,16,13,0.730,0.533,0.741
clueweb12-1513wb-36-17164,556,15,10,0.746,0.618,0.917
clueweb12-1108wb-67-14973,2142,145,74,0.769,0.590,0.900
clueweb12-1314wb-31-16294,190,4,5,0.746,0.710,0.703
clueweb12-0206wb-21-13926,1842,30,14,0.709,0.691,0.758
clueweb12-0702wb-41-03287,63,1,10,0.760,0.488,0.893
clueweb12-1117wb-14-27951,538,21,20,0.766,0.587,0.780
clueweb12-1809wb-45-05474,0,0,0,0.000,0.000,0.000
clueweb12-1508wb-32-15588,633,64,22,0.738,0.654,0.798
clueweb12-1912wb-87-20049,0,0,0,0.000,0.000,0.000
clueweb12-1717wb-28-15188,4119,65,51,0.769,0.843,0.733
clueweb12-1018wb-73-16351,1260,51,22,0.735,0.659,0.613
clueweb12-0202wb-47-27448,1020,9,23,0.780,0.612,0.710
clueweb12-1007wb-72-17388,110,0,3,0.710,0.000,0.595
clueweb12-0205wb-10-33001,137,3,0,0.728,0.668,0.000
clueweb12-0305wb-69-36083,464,24,23,0.749,0.617,0.891
clueweb12-1705wb-77-07169,153,4,8,0.759,0.813,0.753
clueweb12-0916wb-64-25139,1150,7,28,0.796,0.527,0.760
clueweb12-0000wb-66-22102,328,3,27,0.773,0.678,0.836
clueweb12-1909wb-68-02396,242,16,11,0.770,0.563,0.818
clueweb12-0716wb-29-22908,4584,48,115,0.769,0.604,0.752
clueweb12-1907wb-39-11865,146,14,4,0.731,0.662,0.924
clueweb12-1200wb-37-15588,1066,8,42,0.769,0.644,0.665
clueweb12-1315wb-35-25066,570,7,28,0.782,0.816,0.772
clueweb12-1107wb-80-03249,254,0,4,0.786,0.000,0.850
clueweb12-1303wb-21-25160,402,26,3,0.747,0.731,0.793
clueweb12-0917wb-24-19068,307,1,9,0.742,0.550,0.834
clueweb12-1307wb-73-09763,79,1,7,0.796,0.473,0.728
clueweb12-1913wb-89-16269,31,0,0,0.796,0.000,0.000
clueweb12-1808wb-67-21905,35,2,4,0.651,0.593,0.683
clueweb12-0200tw-33-07945,380,22,8,0.759,0.647,0.660
clueweb12-0205wb-39-24834,877,12,1,0.665,0.838,0.955
clueweb12-1203wb-58-16780,475,3,1,0.696,0.888,0.571
clueweb12-0202wb-95-30841,312,7,0,0.748,0.735,0.000
clueweb12-0700tw-75-10919,1906,31,30,0.747,0.645,0.655
clueweb12-1215wb-92-17346,0,0,0,0.000,0.000,0.000
clueweb12-1400wb-39-13465,0,0,0,0.000,0.000,0.000
clueweb12-0001wb-99-02939,121,4,4,0.742,0.502,0.667
clueweb12-0101wb-75-07702,189,0,0,0.659,0.000,0.000
clueweb12-1413wb-63-04374,46,7,1,0.731,0.438,0.955
clueweb12-0011wb-53-31059,44,0,8,0.734,0.000,0.713
clueweb12-0305wb-41-22734,1470,68,19,0.739,0.721,0.783
clueweb12-1015wb-74-09451,156,12,25,0.772,0.537,0.824
clueweb12-1413wb-37-04798,0,0,0,0.000,0.000,0.000
clueweb12-1606wb-31-11152,466,7,3,0.767,0.769,0.895
clueweb12-1612wb-35-02202,107,0,10,0.830,0.000,0.949
clueweb12-1310wb-77-07925,540,0,2,0.823,0.000,0.847
clueweb12-0206wb-18-05015,1161,37,15,0.727,0.560,0.747
clueweb12-0004wb-93-12420,842,20,15,0.728,0.584,0.860
clueweb12-0408wb-21-16065,105,2,3,0.790,0.688,0.960
clueweb12-1214wb-71-11106,127,2,0,0.747,0.588,0.000
clueweb12-1020wb-49-03625,474,16,12,0.762,0.590,0.771
clueweb12-1209wb-13-11971,14,0,0,0.754,0.000,0.000
clueweb12-0300tw-31-08880,178,0,0,0.777,0.000,0.000
clueweb12-1811wb-94-24151,506,33,24,0.741,0.624,0.814
clueweb12-0208wb-61-10810,20,0,0,0.755,0.000,0.000
clueweb12-0110wb-42-25888,360,9,1,0.799,0.788,0.934
clueweb12-0308wb-55-26481,411,3,28,0.772,0.581,0.908
clueweb12-0510wb-92-15462,82,2,3,0.819,0.651,0.825
clueweb12-1601wb-51-13909,209,1,4,0.736,0.874,0.886
clueweb12-1408wb-86-21689,0,0,0,0.000,0.000,0.000
clueweb12-1401wb-50-09031,208,1,1,0.780,0.763,0.571
clueweb12-0204wb-63-33437,681,13,5,0.784,0.601,0.750
clueweb12-0200tw-08-07524,458,12,5,0.762,0.749,0.741
clueweb12-0011wb-28-10570,87,2,1,0.827,0.587,0.926
clueweb12-0803wb-82-07750,108,0,0,0.759,0.000,0.000
clueweb12-1100wb-41-10609,249,2,6,0.781,0.888,0.873
clueweb12-1400wb-31-16791,228,4,0,0.706,0.566,0.000
clueweb12-0105wb-10-26030,505,5,43,0.752,0.648,0.864
clueweb12-0300tw-81-10704,13,1,0,0.781,0.637,0.000
clueweb12-0814wb-32-18341,2526,83,92,0.723,0.615,0.722
clueweb12-1300tw-16-07064,121,1,2,0.850,0.601,0.926
clueweb12-1214wb-14-07418,3785,219,6,0.718,0.630,0.809
clueweb12-0200wb-34-10029,717,14,0,0.773,0.455,0.000
clueweb12-1001wb-29-04547,118,0,0,0.795,0.000,0.000
clueweb12-0011wb-04-26939,379,0,0,0.829,0.000,0.000
clueweb12-0202wb-61-05429,2489,182,97,0.786,0.623,0.910
clueweb12-1313wb-78-17381,0,0,0,0.000,0.000,0.000
clueweb12-0309wb-47-16445,0,0,0,0.000,0.000,0.000
clueweb12-1217wb-99-18181,291,14,11,0.744,0.621,0.729
clueweb12-0004wb-74-16365,253,12,2,0.726,0.532,0.806
clueweb12-1413wb-19-02570,56,1,2,0.740,0.588,0.794
clueweb12-0112wb-50-04203,245,23,13,0.754,0.649,0.915
clueweb12-1807wb-51-01429,319,2,2,0.816,0.370,0.789
clueweb12-0407wb-51-11959,696,50,32,0.774,0.649,0.853
clueweb12-1603wb-03-05463,40,2,0,0.795,0.598,0.000
clueweb12-1717wb-41-19753,1397,56,43,0.723,0.668,0.817
clueweb12-1913wb-98-17962,499,20,4,0.763,0.787,0.861
clueweb12-1010wb-73-12488,0,0,0,0.000,0.000,0.000
clueweb12-1001wb-92-24979,162,0,4,0.745,0.000,0.939
clueweb12-1406wb-70-10158,50,1,1,0.805,0.888,0.794
clueweb12-0007wb-16-08235,132,9,5,0.753,0.599,0.802
clueweb12-0601wb-23-17195,100,0,0,0.770,0.000,0.000../data/clef16docs/clueweb12-0700wb-23-27180,231,7,8,0.795,0.699,0.881
clueweb12-0112wb-14-08388,503,29,4,0.723,0.684,0.669
clueweb12-0207wb-21-20456,521,24,11,0.713,0.622,0.807
clueweb12-1209wb-09-34814,101,7,1,0.725,0.524,0.612
clueweb12-0709wb-80-14689,53,2,1,0.751,0.688,0.963
clueweb12-1913wb-12-06963,58,3,2,0.739,0.747,0.913
