filename,n_chv_concepts,n_chv_dsyn_concepts,n_chv_sosy_concepts,avg_chv_value_all,avg_chv_value_dsyn,avg_chv_value_sosy,n_msh_concepts,n_msh_dsyn_concepts,n_msh_sosy_concepts,avg_tree_length_all,avg_tree_length_dsyn,avg_tree_length_sosy
clueweb12-0200wb-40-29959,129.0,0.0,3.0,0.81,0.0,0.829,71.0,0.0,3.0,7.352,0.0,4.0
clueweb12-1913wb-11-26130,13.0,0.0,0.0,0.8,0.0,0.0,7.0,1.0,0.0,4.857,13.0,0.0
clueweb12-0312wb-22-29309,2595.0,73.0,45.0,0.724,0.656,0.758,1517.0,78.0,34.0,5.78,5.231,7.853
clueweb12-1209wb-89-04023,279.0,2.0,1.0,0.654,0.578,0.955,177.0,3.0,1.0,5.203,3.667,13.0
clueweb12-0804wb-40-17367,976.0,2.0,0.0,0.795,0.608,0.0,528.0,4.0,0.0,4.521,8.25,0.0
clueweb12-1214wb-86-21417,52.0,0.0,0.0,0.765,0.0,0.0,29.0,0.0,0.0,3.897,0.0,0.0
clueweb12-1605wb-47-25792,337.0,18.0,16.0,0.722,0.597,0.889,227.0,20.0,8.0,4.784,4.5,11.75
clueweb12-1610wb-25-24367,192.0,0.0,1.0,0.776,0.0,0.832,104.0,3.0,0.0,5.452,6.667,0.0
clueweb12-0100wb-75-31978,132.0,1.0,0.0,0.741,0.888,0.0,49.0,1.0,0.0,4.408,3.0,0.0
clueweb12-0206wb-26-20389,626.0,20.0,42.0,0.774,0.647,0.825,382.0,25.0,42.0,5.777,4.6,6.667
clueweb12-0500wb-21-16245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0208wb-74-33504,44.0,0.0,1.0,0.761,0.0,0.985,15.0,0.0,1.0,4.2,0.0,10.0
clueweb12-1514wb-76-02750,44.0,0.0,0.0,0.706,0.0,0.0,18.0,0.0,0.0,6.722,0.0,0.0
clueweb12-1307wb-72-11645,413.0,13.0,5.0,0.684,0.606,0.817,201.0,16.0,4.0,5.95,4.938,7.25
clueweb12-1010wb-38-11857,213.0,10.0,0.0,0.798,0.888,0.0,113.0,10.0,0.0,5.097,3.0,0.0
clueweb12-0611wb-48-19671,75.0,5.0,7.0,0.677,0.644,0.678,51.0,5.0,7.0,5.039,6.6,8.143
clueweb12-1216wb-30-03361,119.0,6.0,6.0,0.776,0.714,0.773,56.0,6.0,5.0,5.571,4.667,7.8
clueweb12-1604wb-25-31323,1162.0,82.0,16.0,0.735,0.448,0.773,682.0,86.0,12.0,5.921,6.337,10.083
clueweb12-0401wb-37-34163,2199.0,31.0,27.0,0.764,0.809,0.704,1219.0,35.0,21.0,5.765,3.943,7.952
clueweb12-1017wb-80-28328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0205wb-44-21277,301.0,30.0,10.0,0.738,0.573,0.796,189.0,34.0,11.0,5.36,5.676,4.727
clueweb12-1415wb-51-25453,359.0,0.0,0.0,0.748,0.0,0.0,184.0,0.0,0.0,5.582,0.0,0.0
clueweb12-0202wb-52-12903,42.0,0.0,7.0,0.842,0.0,0.764,31.0,2.0,6.0,8.258,5.0,8.667
clueweb12-0605wb-67-01897,2985.0,102.0,22.0,0.675,0.537,0.544,1933.0,116.0,20.0,7.095,6.784,6.9
clueweb12-0111wb-15-30111,449.0,17.0,17.0,0.738,0.522,0.818,238.0,18.0,7.0,7.294,6.722,11.571
clueweb12-0907wb-51-25284,256.0,2.0,0.0,0.758,0.888,0.0,156.0,3.0,0.0,4.321,3.333,0.0
clueweb12-0000wb-12-19259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0305wb-90-17565,1072.0,43.0,67.0,0.776,0.57,0.761,643.0,46.0,37.0,5.941,5.261,8.243
clueweb12-1405wb-79-09390,141.0,1.0,0.0,0.785,0.888,0.0,91.0,1.0,0.0,6.286,3.0,0.0
clueweb12-0210wb-28-32470,1313.0,117.0,43.0,0.751,0.641,0.846,759.0,119.0,25.0,5.567,5.588,10.2
clueweb12-1512wb-91-06880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0705wb-58-10139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1205wb-37-15599,123.0,1.0,3.0,0.774,0.503,0.655,72.0,2.0,3.0,5.458,18.5,4.0
clueweb12-0200wb-96-19986,528.0,2.0,28.0,0.685,0.681,0.672,326.0,4.0,25.0,5.883,3.75,7.32
clueweb12-0503wb-79-28532,51.0,0.0,2.0,0.765,0.0,0.955,34.0,0.0,2.0,5.588,0.0,13.0
clueweb12-0901wb-93-26142,270.0,4.0,13.0,0.727,0.581,0.79,171.0,7.0,8.0,6.678,5.0,7.125
clueweb12-0504wb-52-10828,453.0,9.0,7.0,0.727,0.562,0.875,285.0,10.0,6.0,5.793,8.8,11.167
clueweb12-0506wb-96-08416,84.0,0.0,1.0,0.791,0.0,0.955,59.0,0.0,1.0,7.0,0.0,13.0
clueweb12-0408wb-59-20422,137.0,7.0,10.0,0.772,0.741,0.917,77.0,8.0,8.0,5.558,7.625,11.25
clueweb12-1102wb-79-09093,160.0,1.0,7.0,0.803,0.351,0.913,72.0,1.0,5.0,5.111,5.0,14.2
clueweb12-0917wb-07-14437,383.0,24.0,5.0,0.728,0.583,0.887,256.0,31.0,6.0,5.27,5.871,11.667
clueweb12-1303wb-68-11319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1909wb-13-31148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0407wb-18-29707,827.0,8.0,8.0,0.75,0.714,0.851,524.0,12.0,6.0,4.855,3.833,10.0
clueweb12-1600wb-92-22014,393.0,3.0,9.0,0.698,0.61,0.784,183.0,4.0,7.0,4.94,6.25,7.286
clueweb12-0011wb-60-01176,27.0,1.0,0.0,0.714,0.888,0.0,10.0,1.0,0.0,3.6,3.0,0.0
clueweb12-0012wb-29-15015,263.0,4.0,0.0,0.778,0.888,0.0,130.0,4.0,0.0,4.046,3.0,0.0
clueweb12-1410wb-67-02350,77.0,0.0,1.0,0.762,0.0,0.955,38.0,0.0,1.0,4.658,0.0,13.0
clueweb12-0816wb-25-12838,102.0,1.0,2.0,0.764,0.462,0.898,61.0,1.0,2.0,4.902,6.0,9.5
clueweb12-0500wb-21-23757,1247.0,56.0,14.0,0.771,0.76,0.629,635.0,58.0,13.0,5.912,14.707,4.077
clueweb12-0204wb-79-10374,505.0,0.0,0.0,0.765,0.0,0.0,222.0,2.0,0.0,4.351,10.0,0.0
clueweb12-1106wb-88-28295,172.0,1.0,3.0,0.785,0.608,0.693,68.0,1.0,0.0,5.985,15.0,0.0
clueweb12-1913wb-35-17922,2093.0,27.0,22.0,0.69,0.508,0.666,1219.0,31.0,20.0,7.009,6.29,6.4
clueweb12-1214wb-82-08590,4432.0,214.0,24.0,0.718,0.614,0.768,2170.0,299.0,15.0,5.665,5.341,7.267
clueweb12-1401wb-47-15036,140.0,2.0,2.0,0.739,0.678,0.879,76.0,2.0,0.0,5.382,3.0,0.0
clueweb12-0409wb-20-05968,632.0,6.0,8.0,0.774,0.527,0.8,316.0,17.0,6.0,6.222,18.471,9.667
clueweb12-0205wb-03-26829,332.0,23.0,12.0,0.668,0.571,0.67,213.0,23.0,7.0,7.413,5.13,5.857
clueweb12-0900tw-06-17178,215.0,12.0,2.0,0.798,0.396,0.721,151.0,17.0,2.0,7.238,5.471,9.5
clueweb12-0508wb-50-25801,505.0,1.0,0.0,0.779,0.888,0.0,251.0,1.0,0.0,6.032,3.0,0.0
clueweb12-1214wb-81-12313,50.0,2.0,0.0,0.733,0.55,0.0,30.0,2.0,0.0,5.933,3.0,0.0
clueweb12-0404wb-97-15692,90.0,4.0,12.0,0.778,0.858,0.889,43.0,4.0,4.0,4.419,3.25,3.5
clueweb12-0817wb-55-07120,767.0,7.0,6.0,0.777,0.808,0.63,361.0,7.0,0.0,5.058,5.714,0.0
clueweb12-0206wb-60-07399,1802.0,79.0,28.0,0.75,0.611,0.75,1030.0,80.0,25.0,5.139,4.35,7.96
clueweb12-0500wb-34-10652,446.0,17.0,11.0,0.763,0.564,0.841,224.0,19.0,7.0,5.415,5.684,11.143
clueweb12-0210wb-79-21188,15.0,2.0,0.0,0.782,0.702,0.0,11.0,2.0,0.0,4.364,6.0,0.0
clueweb12-0012wb-04-15320,299.0,29.0,2.0,0.671,0.678,0.806,191.0,29.0,1.0,6.257,5.276,8.0
clueweb12-0300wb-39-25216,126.0,0.0,1.0,0.793,0.0,0.926,51.0,0.0,0.0,5.216,0.0,0.0
clueweb12-0307wb-05-23463,1253.0,15.0,11.0,0.792,0.632,0.851,730.0,21.0,8.0,6.159,8.429,8.75
clueweb12-0400tw-18-24952,391.0,6.0,6.0,0.763,0.708,0.669,206.0,5.0,4.0,6.408,4.6,4.0
clueweb12-0900tw-45-03733,160.0,1.0,3.0,0.789,0.888,0.84,96.0,2.0,3.0,8.229,3.5,8.333
clueweb12-1406wb-31-18030,15.0,0.0,0.0,0.783,0.0,0.0,11.0,0.0,0.0,4.273,0.0,0.0
clueweb12-1900wb-88-12409,14.0,0.0,0.0,0.794,0.0,0.0,8.0,0.0,0.0,3.625,0.0,0.0
clueweb12-1100tw-47-16844,414.0,1.0,24.0,0.787,0.89,0.62,207.0,8.0,19.0,6.14,8.625,10.0
clueweb12-1213wb-04-18882,1246.0,39.0,94.0,0.753,0.574,0.82,722.0,41.0,87.0,5.719,5.683,8.586
clueweb12-0703wb-57-10519,90.0,0.0,2.0,0.739,0.0,0.799,55.0,0.0,1.0,6.345,0.0,3.0
clueweb12-1809wb-42-15910,106.0,7.0,5.0,0.765,0.746,0.827,60.0,8.0,2.0,5.717,4.625,13.0
clueweb12-1702wb-74-21130,26.0,0.0,1.0,0.726,0.0,0.955,15.0,0.0,1.0,4.933,0.0,13.0
clueweb12-1515wb-98-01096,219.0,6.0,12.0,0.682,0.535,0.56,121.0,5.0,10.0,6.289,4.2,9.5
clueweb12-0200wb-59-35455,185.0,7.0,0.0,0.756,0.612,0.0,113.0,8.0,0.0,5.389,7.0,0.0
clueweb12-1607wb-69-28624,493.0,36.0,28.0,0.745,0.658,0.775,293.0,38.0,29.0,6.341,8.947,7.103
clueweb12-0810wb-01-11305,225.0,1.0,2.0,0.778,0.888,0.711,107.0,1.0,2.0,6.542,3.0,3.0
clueweb12-1200wb-42-00256,244.0,11.0,5.0,0.759,0.631,0.699,153.0,14.0,3.0,7.02,3.929,5.667
clueweb12-1713wb-27-21813,24.0,0.0,0.0,0.771,0.0,0.0,14.0,0.0,0.0,7.429,0.0,0.0
clueweb12-1814wb-97-23734,263.0,9.0,4.0,0.764,0.579,0.733,135.0,9.0,3.0,6.104,11.0,8.667
clueweb12-1610wb-22-15237,37.0,0.0,2.0,0.788,0.0,0.926,19.0,2.0,0.0,5.0,3.0,0.0
clueweb12-1107wb-25-26935,1037.0,14.0,28.0,0.653,0.428,0.834,613.0,16.0,20.0,6.137,11.562,9.8
clueweb12-0901wb-17-10529,84.0,4.0,0.0,0.743,0.657,0.0,63.0,4.0,0.0,4.524,5.0,0.0
clueweb12-1615wb-93-26073,23.0,0.0,3.0,0.796,0.0,0.736,15.0,0.0,3.0,4.667,0.0,4.0
clueweb12-0008wb-05-02323,49.0,0.0,0.0,0.763,0.0,0.0,33.0,0.0,0.0,5.091,0.0,0.0
clueweb12-0110wb-93-27106,123.0,0.0,0.0,0.755,0.0,0.0,65.0,1.0,0.0,7.862,3.0,0.0
clueweb12-1309wb-41-30182,276.0,13.0,1.0,0.718,0.516,0.571,158.0,14.0,0.0,5.835,4.071,0.0
clueweb12-0303wb-77-13743,241.0,23.0,6.0,0.686,0.603,0.789,135.0,25.0,4.0,5.756,5.2,8.0
clueweb12-0815wb-37-01491,1713.0,17.0,62.0,0.813,0.643,0.784,932.0,30.0,45.0,6.197,7.433,7.556
clueweb12-1801wb-34-16046,29.0,1.0,0.0,0.787,0.515,0.0,14.0,1.0,0.0,7.286,5.0,0.0
clueweb12-1115wb-15-14653,3984.0,11.0,14.0,0.789,0.395,0.891,1751.0,17.0,8.0,5.78,11.118,9.875
clueweb12-1515wb-30-00858,982.0,32.0,6.0,0.737,0.659,0.675,569.0,32.0,6.0,5.151,4.531,6.833
clueweb12-1100wb-63-22033,90.0,0.0,0.0,0.725,0.0,0.0,52.0,0.0,0.0,4.75,0.0,0.0
clueweb12-0919wb-18-25652,293.0,15.0,16.0,0.708,0.476,0.567,153.0,18.0,15.0,7.137,7.833,8.533
clueweb12-1408wb-88-18070,183.0,0.0,5.0,0.731,0.0,0.817,115.0,1.0,2.0,5.557,4.0,13.0
clueweb12-1007wb-16-16195,84.0,0.0,4.0,0.801,0.0,0.893,47.0,1.0,2.0,4.702,7.0,13.0
clueweb12-1502wb-56-21215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0104wb-63-18803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0308wb-66-14367,542.0,56.0,19.0,0.754,0.683,0.851,347.0,55.0,9.0,5.628,7.182,8.667
clueweb12-0000wb-99-08805,17.0,0.0,0.0,0.817,0.0,0.0,12.0,0.0,0.0,4.75,0.0,0.0
clueweb12-0205wb-24-19885,38.0,0.0,0.0,0.794,0.0,0.0,18.0,0.0,0.0,7.556,0.0,0.0
clueweb12-0302wb-81-12849,239.0,5.0,6.0,0.757,0.512,0.786,124.0,5.0,5.0,5.677,5.8,6.8
clueweb12-1701wb-61-11822,222.0,25.0,4.0,0.77,0.639,0.886,165.0,25.0,2.0,5.091,5.84,13.0
clueweb12-1108wb-05-05121,738.0,6.0,8.0,0.808,0.468,0.759,381.0,26.0,2.0,5.499,6.923,3.0
clueweb12-1904wb-33-13164,16.0,0.0,0.0,0.808,0.0,0.0,12.0,0.0,0.0,4.167,0.0,0.0
clueweb12-1101wb-83-20511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0204wb-98-10568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1302wb-36-16630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1313wb-92-00760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0608wb-65-18099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0917wb-20-17368,419.0,15.0,12.0,0.755,0.731,0.797,225.0,19.0,8.0,4.489,4.368,7.375
clueweb12-0405wb-72-30304,107.0,2.0,0.0,0.72,0.888,0.0,51.0,2.0,0.0,6.765,3.0,0.0
clueweb12-1911wb-48-14951,526.0,4.0,3.0,0.761,0.696,0.544,275.0,1.0,3.0,4.007,19.0,9.0
clueweb12-1503wb-16-10621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0401wb-83-32019,31.0,0.0,0.0,0.77,0.0,0.0,20.0,1.0,0.0,6.3,3.0,0.0
clueweb12-0202wb-27-27460,1808.0,144.0,109.0,0.78,0.641,0.879,1082.0,110.0,95.0,5.062,5.5,11.137
clueweb12-1017wb-87-19698,304.0,1.0,33.0,0.814,0.586,0.723,189.0,1.0,33.0,6.286,3.0,10.424
clueweb12-0300wb-32-17708,163.0,5.0,0.0,0.747,0.473,0.0,110.0,5.0,0.0,5.991,3.0,0.0
clueweb12-0000wb-19-14220,177.0,6.0,6.0,0.733,0.607,0.834,96.0,6.0,7.0,6.5,8.667,8.857
clueweb12-1909wb-68-02870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0307wb-24-11044,137.0,1.0,2.0,0.769,0.888,0.657,79.0,1.0,2.0,4.468,3.0,3.0
clueweb12-1308wb-29-26913,22.0,4.0,1.0,0.834,0.792,0.794,10.0,3.0,1.0,6.9,5.333,8.0
clueweb12-1101wb-52-11132,236.0,15.0,11.0,0.766,0.706,0.66,157.0,16.0,11.0,7.108,9.562,16.0
clueweb12-0704wb-14-06224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0110wb-53-17038,302.0,6.0,17.0,0.76,0.495,0.855,166.0,9.0,11.0,5.952,10.222,12.364
clueweb12-0201wb-47-30447,24.0,1.0,0.0,0.719,0.888,0.0,15.0,1.0,0.0,5.667,3.0,0.0
clueweb12-1803wb-05-27762,338.0,24.0,29.0,0.744,0.676,0.911,216.0,30.0,21.0,5.769,5.967,8.048
clueweb12-0409wb-09-10069,2865.0,143.0,7.0,0.746,0.474,0.844,1666.0,146.0,3.0,5.827,4.87,4.667
clueweb12-1500wb-68-14423,29.0,0.0,0.0,0.768,0.0,0.0,8.0,0.0,0.0,4.75,0.0,0.0
clueweb12-0909wb-22-20077,90.0,16.0,1.0,0.759,0.6,0.941,57.0,16.0,0.0,4.965,6.438,0.0
clueweb12-0308wb-93-07638,654.0,5.0,51.0,0.775,0.549,0.836,353.0,8.0,43.0,6.082,12.5,11.674
clueweb12-0304wb-33-11085,108.0,10.0,3.0,0.758,0.668,0.832,70.0,10.0,2.0,5.6,6.6,8.5
clueweb12-1415wb-93-07215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1114wb-32-18374,2687.0,23.0,11.0,0.755,0.463,0.683,1509.0,29.0,6.0,6.325,13.621,5.0
clueweb12-1805wb-93-25715,36.0,0.0,1.0,0.765,0.0,0.595,19.0,0.0,1.0,5.579,0.0,10.0
clueweb12-1202wb-28-18873,69.0,0.0,0.0,0.81,0.0,0.0,50.0,2.0,0.0,5.46,4.0,0.0
clueweb12-1100tw-18-08009,28.0,0.0,1.0,0.821,0.0,0.963,7.0,0.0,0.0,10.0,0.0,0.0
clueweb12-0109wb-85-26597,238.0,18.0,17.0,0.739,0.508,0.72,127.0,18.0,14.0,6.047,6.833,9.0
clueweb12-1209wb-65-18076,107.0,9.0,0.0,0.781,0.659,0.0,78.0,9.0,0.0,5.077,8.444,0.0
clueweb12-1201wb-38-06698,313.0,9.0,6.0,0.712,0.499,0.953,201.0,8.0,3.0,5.801,10.125,13.0
clueweb12-0202wb-24-30487,633.0,19.0,34.0,0.767,0.727,0.777,461.0,21.0,30.0,4.659,4.667,5.767
clueweb12-0201wb-94-18087,222.0,16.0,3.0,0.807,0.785,0.932,118.0,16.0,2.0,6.669,14.938,16.0
clueweb12-0401wb-52-19558,177.0,4.0,20.0,0.779,0.692,0.781,104.0,6.0,11.0,4.481,5.667,5.455
clueweb12-1010wb-96-07492,202.0,27.0,3.0,0.804,0.868,0.838,135.0,27.0,2.0,3.978,3.074,8.0
clueweb12-1804wb-58-15090,284.0,1.0,4.0,0.825,0.579,0.812,154.0,2.0,3.0,4.961,9.0,9.667
clueweb12-0604wb-58-09327,121.0,0.0,1.0,0.76,0.0,0.595,59.0,0.0,1.0,5.542,0.0,10.0
clueweb12-0206wb-05-26309,4027.0,61.0,27.0,0.753,0.669,0.853,2601.0,66.0,23.0,4.904,3.364,13.043
clueweb12-1502wb-60-11615,37.0,0.0,0.0,0.711,0.0,0.0,16.0,0.0,0.0,7.312,0.0,0.0
clueweb12-0106wb-20-07730,477.0,11.0,7.0,0.781,0.58,0.791,273.0,14.0,4.0,5.802,6.786,8.75
clueweb12-0816wb-00-20399,48.0,0.0,0.0,0.772,0.0,0.0,41.0,0.0,0.0,4.049,0.0,0.0
clueweb12-0405wb-31-17895,222.0,1.0,7.0,0.785,0.888,0.9,130.0,1.0,5.0,5.746,3.0,12.4
clueweb12-1112wb-52-18214,963.0,23.0,2.0,0.67,0.585,0.926,531.0,25.0,0.0,6.087,5.04,0.0
clueweb12-0205wb-34-07974,120.0,1.0,3.0,0.717,0.902,0.914,80.0,1.0,2.0,5.8,7.0,13.0
clueweb12-0208wb-47-07130,19.0,2.0,0.0,0.773,0.644,0.0,13.0,2.0,0.0,9.0,13.5,0.0
clueweb12-0009wb-31-01105,678.0,24.0,32.0,0.735,0.551,0.734,404.0,26.0,20.0,6.025,5.423,7.1
clueweb12-1612wb-46-26870,133.0,6.0,0.0,0.701,0.507,0.0,80.0,6.0,0.0,6.55,6.0,0.0
clueweb12-1205wb-50-03859,120.0,1.0,1.0,0.758,0.9,0.571,70.0,0.0,1.0,5.486,0.0,2.0
clueweb12-1100wb-75-15779,3735.0,144.0,127.0,0.737,0.711,0.792,2334.0,176.0,123.0,5.845,4.784,8.545
clueweb12-0202wb-64-00041,397.0,16.0,16.0,0.777,0.567,0.832,276.0,16.0,9.0,6.775,3.25,6.444
clueweb12-0009wb-96-00153,63.0,0.0,0.0,0.82,0.0,0.0,32.0,0.0,0.0,4.25,0.0,0.0
clueweb12-0504wb-57-05168,153.0,2.0,1.0,0.753,0.688,0.926,88.0,2.0,0.0,5.102,5.0,0.0
clueweb12-0600tw-04-17063,216.0,0.0,0.0,0.767,0.0,0.0,101.0,3.0,0.0,5.584,28.0,0.0
clueweb12-1602wb-36-19317,64.0,1.0,1.0,0.78,0.888,0.595,30.0,1.0,1.0,5.233,3.0,10.0
clueweb12-1209wb-07-33006,544.0,43.0,29.0,0.76,0.607,0.687,364.0,42.0,24.0,6.33,5.929,6.958
clueweb12-1510wb-27-10391,448.0,44.0,16.0,0.745,0.662,0.803,278.0,44.0,12.0,5.565,7.841,5.833
clueweb12-0706wb-26-10433,465.0,1.0,0.0,0.763,0.888,0.0,133.0,1.0,0.0,3.94,3.0,0.0
clueweb12-0100tw-09-10334,170.0,1.0,2.0,0.794,0.454,0.769,84.0,0.0,1.0,5.81,0.0,10.0
clueweb12-1102wb-27-15745,1852.0,95.0,17.0,0.776,0.591,0.735,998.0,59.0,7.0,5.964,10.949,2.857
clueweb12-0212wb-11-00307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0211wb-62-15403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1502wb-57-19697,83.0,6.0,1.0,0.754,0.758,0.794,54.0,6.0,1.0,6.981,5.333,8.0
clueweb12-1110wb-49-09014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-1901wb-42-07501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0210wb-45-27922,1017.0,27.0,2.0,0.704,0.612,0.571,459.0,30.0,2.0,5.789,4.533,2.0
clueweb12-1712wb-36-05550,302.0,13.0,12.0,0.695,0.459,0.945,197.0,18.0,9.0,7.223,17.056,13.0
clueweb12-0102wb-92-30392,1364.0,56.0,1.0,0.742,0.654,0.686,776.0,66.0,0.0,5.845,4.015,0.0
clueweb12-0708wb-47-14250,93.0,0.0,0.0,0.777,0.0,0.0,64.0,3.0,0.0,7.0,10.667,0.0
clueweb12-1302wb-94-23834,65.0,0.0,0.0,0.755,0.0,0.0,44.0,1.0,0.0,5.023,4.0,0.0
clueweb12-0008wb-31-12530,23.0,0.0,0.0,0.804,0.0,0.0,12.0,0.0,0.0,5.167,0.0,0.0
clueweb12-0406wb-23-01491,240.0,4.0,4.0,0.768,0.661,0.923,134.0,5.0,0.0,6.015,4.8,0.0
clueweb12-0109wb-39-27362,722.0,21.0,2.0,0.769,0.624,0.883,417.0,20.0,1.0,5.849,8.65,8.0
clueweb12-0308wb-59-32969,514.0,2.0,5.0,0.764,0.888,0.761,285.0,4.0,4.0,4.691,9.25,8.0
clueweb12-1309wb-54-09223,474.0,19.0,1.0,0.695,0.628,0.571,235.0,22.0,0.0,5.187,4.0,0.0
clueweb12-0408wb-38-10355,272.0,10.0,10.0,0.769,0.632,0.797,142.0,11.0,8.0,6.07,6.818,10.75
clueweb12-1603wb-27-33872,261.0,20.0,1.0,0.751,0.719,0.926,159.0,23.0,0.0,6.428,4.739,0.0
clueweb12-1609wb-73-23010,6460.0,505.0,9.0,0.734,0.597,0.869,3984.0,490.0,7.0,6.413,10.412,12.571
clueweb12-0303wb-89-06549,2206.0,35.0,14.0,0.761,0.619,0.663,1213.0,39.0,12.0,5.15,3.538,4.417
clueweb12-1217wb-00-04138,960.0,30.0,26.0,0.778,0.706,0.903,505.0,37.0,22.0,5.535,11.108,12.636
clueweb12-1001wb-98-02762,104.0,4.0,5.0,0.719,0.377,0.849,58.0,4.0,4.0,5.414,8.0,8.5
clueweb12-1802wb-03-28208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0308wb-86-29213,369.0,6.0,0.0,0.762,0.666,0.0,211.0,9.0,0.0,5.488,3.889,0.0
clueweb12-1515wb-55-25062,455.0,27.0,5.0,0.727,0.796,0.595,285.0,30.0,5.0,4.944,3.4,10.0
clueweb12-0000wb-59-29233,24.0,2.0,0.0,0.802,0.351,0.0,17.0,2.0,0.0,4.647,5.0,0.0
clueweb12-0105wb-97-08971,315.0,17.0,11.0,0.749,0.519,0.744,169.0,17.0,8.0,5.639,6.882,6.75
clueweb12-0915wb-42-07830,1019.0,4.0,2.0,0.785,0.724,0.897,526.0,7.0,0.0,5.048,15.714,0.0
clueweb12-0003wb-74-35419,197.0,0.0,3.0,0.762,0.0,0.717,82.0,0.0,3.0,5.317,0.0,7.667
clueweb12-0505wb-61-09716,20.0,0.0,0.0,0.805,0.0,0.0,5.0,0.0,0.0,2.6,0.0,0.0
clueweb12-0700wb-73-27558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0203wb-88-22100,270.0,33.0,17.0,0.74,0.634,0.89,153.0,26.0,4.0,5.353,6.462,10.5
clueweb12-0602wb-18-00204,265.0,2.0,7.0,0.746,0.454,0.628,117.0,2.0,7.0,6.615,13.0,8.0
clueweb12-0607wb-33-29481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0603wb-06-08511,21.0,2.0,0.0,0.724,0.632,0.0,11.0,1.0,0.0,7.273,8.0,0.0
clueweb12-0013wb-57-06390,403.0,4.0,11.0,0.74,0.588,0.801,253.0,6.0,9.0,5.881,11.667,9.667
clueweb12-0011wb-01-14973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clueweb12-0705wb-26-25053,465.0,0.0,9.0,0.76,0.0,0.832,240.0,4.0,6.0,5.475,18.0,9.667
clueweb12-1507wb-38-15487,706.0,64.0,21.0,0.757,0.671,0.805,395.0,65.0,13.0,5.909,8.2,4.538
clueweb12-0910wb-64-14087,247.0,21.0,0.0,0.728,0.653,0.0,153.0,24.0,0.0,5.431,3.5,0.0
clueweb12-0504wb-13-18762,483.0,1.0,6.0,0.799,0.454,0.945,280.0,6.0,4.0,5.421,4.333,13.0
clueweb12-1616wb-74-02361,69.0,0.0,0.0,0.781,0.0,0.0,31.0,0.0,0.0,3.871,0.0,0.0
clueweb12-0405wb-09-07430,224.0,6.0,1.0,0.765,0.7,0.941,125.0,8.0,0.0,5.712,4.25,0.0
clueweb12-0802wb-81-11269,29.0,0.0,0.0,0.771,0.0,0.0,16.0,0.0,0.0,6.562,0.0,0.0
